(venv) shiywang@shiywang-Precision-3630-Tower:~/grandma_su/Test/Server_Test$ python test1.py -n 200
Number of cpu : 8
[D] Main: Test 1
[I] SP: No saved data, Creating new data
{'device_id': '601F65468D8E', 'sequence_id': 1, 'time': 1639096827993, 'value': 60, 'battery': 60}
{'device_id': '0685BA63D817', 'sequence_id': 1, 'time': 1639096827993, 'value': 105, 'battery': 60}
{'device_id': 'B496D8E28693', 'sequence_id': 1, 'time': 1639096827993, 'value': 104, 'battery': 60}
{'device_id': 'F20284B683AF', 'sequence_id': 1, 'time': 1639096827993, 'value': 109, 'battery': 60}
{'device_id': '1E5E14B6E52A', 'sequence_id': 1, 'time': 1639096827994, 'value': 87, 'battery': 60}
{'device_id': 'B61F0427BD74', 'sequence_id': 1, 'time': 1639096827994, 'value': 101, 'battery': 60}
{'device_id': 'C35DDD945AAD', 'sequence_id': 1, 'time': 1639096827996, 'value': 96, 'battery': 60}
{'device_id': '202BB6264C83', 'sequence_id': 1, 'time': 1639096827996, 'value': 111, 'battery': 60}
{'device_id': '6820514EC73B', 'sequence_id': 1, 'time': 1639096827996, 'value': 60, 'battery': 60}
{'device_id': '2070667E01FB', 'sequence_id': 1, 'time': 1639096827996, 'value': 73, 'battery': 60}
{'device_id': 'DC1A004BB449', 'sequence_id': 1, 'time': 1639096827996, 'value': 89, 'battery': 60}
{'device_id': '30138AD00E0E', 'sequence_id': 1, 'time': 1639096827996, 'value': 111, 'battery': 60}
{'device_id': 'B9F7F1E333EE', 'sequence_id': 1, 'time': 1639096827996, 'value': 69, 'battery': 60}
{'device_id': '56BA132A67C3', 'sequence_id': 1, 'time': 1639096827996, 'value': 87, 'battery': 60}
{'device_id': '15B0A9411749', 'sequence_id': 1, 'time': 1639096827996, 'value': 94, 'battery': 60}
{'device_id': '7E5A727EAD03', 'sequence_id': 1, 'time': 1639096827996, 'value': 79, 'battery': 60}
{'device_id': '69CA51ABF47E', 'sequence_id': 1, 'time': 1639096827996, 'value': 71, 'battery': 60}
{'device_id': '01541E1099E6', 'sequence_id': 1, 'time': 1639096827996, 'value': 104, 'battery': 60}
{'device_id': '8699A1504FCC', 'sequence_id': 1, 'time': 1639096827996, 'value': 82, 'battery': 60}
{'device_id': '86925D4F06CA', 'sequence_id': 1, 'time': 1639096827996, 'value': 77, 'battery': 60}
{'device_id': '6C9B26A26B26', 'sequence_id': 1, 'time': 1639096827996, 'value': 78, 'battery': 60}
{'device_id': 'DEBB76BB34CE', 'sequence_id': 1, 'time': 1639096827996, 'value': 90, 'battery': 60}
{'device_id': '64EED02EE5B9', 'sequence_id': 1, 'time': 1639096827996, 'value': 75, 'battery': 60}
{'device_id': 'B894426803CD', 'sequence_id': 1, 'time': 1639096827996, 'value': 64, 'battery': 60}
{'device_id': '246026644332', 'sequence_id': 1, 'time': 1639096827996, 'value': 90, 'battery': 60}
{'device_id': '66BA9294BE5D', 'sequence_id': 1, 'time': 1639096827996, 'value': 97, 'battery': 60}
{'device_id': '289CFA0D38E5', 'sequence_id': 1, 'time': 1639096827996, 'value': 73, 'battery': 60}
{'device_id': 'D3F8F198D0E1', 'sequence_id': 1, 'time': 1639096827996, 'value': 112, 'battery': 60}
{'device_id': 'A0373ABC3D41', 'sequence_id': 1, 'time': 1639096827996, 'value': 88, 'battery': 60}
{'device_id': 'A602B48C8A57', 'sequence_id': 1, 'time': 1639096827997, 'value': 62, 'battery': 60}
{'device_id': '1DAD7D36524A', 'sequence_id': 1, 'time': 1639096827997, 'value': 91, 'battery': 60}
{'device_id': '2708D2D3F46B', 'sequence_id': 1, 'time': 1639096827997, 'value': 98, 'battery': 60}
{'device_id': '8E14A0C87DCE', 'sequence_id': 1, 'time': 1639096827997, 'value': 118, 'battery': 60}
{'device_id': 'F2BD9461FD88', 'sequence_id': 1, 'time': 1639096827997, 'value': 79, 'battery': 60}
{'device_id': '3DC1B833FB24', 'sequence_id': 1, 'time': 1639096827997, 'value': 95, 'battery': 60}
{'device_id': '801518890144', 'sequence_id': 1, 'time': 1639096827997, 'value': 89, 'battery': 60}
{'device_id': 'B4AA0566A465', 'sequence_id': 1, 'time': 1639096827997, 'value': 103, 'battery': 60}
{'device_id': '99CF1C18FB08', 'sequence_id': 1, 'time': 1639096827997, 'value': 60, 'battery': 60}
{'device_id': 'EC9EC317AFE4', 'sequence_id': 1, 'time': 1639096827997, 'value': 76, 'battery': 60}
{'device_id': 'ACD259187FB6', 'sequence_id': 1, 'time': 1639096827997, 'value': 108, 'battery': 60}
{'device_id': '616CA65A46D3', 'sequence_id': 1, 'time': 1639096827997, 'value': 84, 'battery': 60}
{'device_id': 'CE7E608B4D93', 'sequence_id': 1, 'time': 1639096827997, 'value': 71, 'battery': 60}
{'device_id': '8744EB0AE74D', 'sequence_id': 1, 'time': 1639096827997, 'value': 69, 'battery': 60}
{'device_id': '984515C6085F', 'sequence_id': 1, 'time': 1639096827997, 'value': 114, 'battery': 60}
{'device_id': 'B5450ECC2423', 'sequence_id': 1, 'time': 1639096827997, 'value': 67, 'battery': 60}
{'device_id': 'E47A380FE493', 'sequence_id': 1, 'time': 1639096827997, 'value': 116, 'battery': 60}
{'device_id': 'A88418DF1DE6', 'sequence_id': 1, 'time': 1639096827997, 'value': 88, 'battery': 60}
{'device_id': '60A4B3C8D8AC', 'sequence_id': 1, 'time': 1639096827997, 'value': 118, 'battery': 60}
{'device_id': '454F0D7D592F', 'sequence_id': 1, 'time': 1639096827997, 'value': 116, 'battery': 60}
{'device_id': '33273D22D5FE', 'sequence_id': 1, 'time': 1639096827997, 'value': 67, 'battery': 60}
{'device_id': 'F675FB933667', 'sequence_id': 1, 'time': 1639096827997, 'value': 92, 'battery': 60}
{'device_id': '0DCF5DA263D8', 'sequence_id': 1, 'time': 1639096827997, 'value': 97, 'battery': 60}
{'device_id': '4A1551D67FD9', 'sequence_id': 1, 'time': 1639096827997, 'value': 82, 'battery': 60}
{'device_id': '76C420F4CD3D', 'sequence_id': 1, 'time': 1639096827997, 'value': 78, 'battery': 60}
{'device_id': '3E4163B08EA9', 'sequence_id': 1, 'time': 1639096827997, 'value': 81, 'battery': 60}
{'device_id': '5FC352C09A83', 'sequence_id': 1, 'time': 1639096827997, 'value': 105, 'battery': 60}
{'device_id': '7663CE779BDB', 'sequence_id': 1, 'time': 1639096829000, 'value': 96, 'battery': 60}
{'device_id': '6CE921956130', 'sequence_id': 1, 'time': 1639096829000, 'value': 102, 'battery': 60}
{'device_id': 'EB77CF654390', 'sequence_id': 1, 'time': 1639096829000, 'value': 105, 'battery': 60}
{'device_id': '2EDE539FE18F', 'sequence_id': 1, 'time': 1639096829000, 'value': 76, 'battery': 60}
{'device_id': 'FADE56D35E9A', 'sequence_id': 1, 'time': 1639096829000, 'value': 115, 'battery': 60}
{'device_id': '69034C06E221', 'sequence_id': 1, 'time': 1639096829000, 'value': 116, 'battery': 60}
{'device_id': 'D15E51FD4257', 'sequence_id': 1, 'time': 1639096829000, 'value': 79, 'battery': 60}
{'device_id': '8A6CE3B46EC8', 'sequence_id': 1, 'time': 1639096829000, 'value': 80, 'battery': 60}
{'device_id': 'CC239EB2405C', 'sequence_id': 1, 'time': 1639096829000, 'value': 68, 'battery': 60}
{'device_id': '74A21B3CCAEC', 'sequence_id': 1, 'time': 1639096829000, 'value': 68, 'battery': 60}
{'device_id': 'AE23E7DA5152', 'sequence_id': 1, 'time': 1639096829000, 'value': 97, 'battery': 60}
{'device_id': '92AB757CBD43', 'sequence_id': 1, 'time': 1639096829000, 'value': 115, 'battery': 60}
{'device_id': 'D8DAA5FF39CF', 'sequence_id': 1, 'time': 1639096829000, 'value': 114, 'battery': 60}
{'device_id': 'EB90B8FB01F0', 'sequence_id': 1, 'time': 1639096829000, 'value': 70, 'battery': 60}
{'device_id': '69CA92F8AA1E', 'sequence_id': 1, 'time': 1639096829000, 'value': 72, 'battery': 60}
{'device_id': '7AAFAB814C52', 'sequence_id': 1, 'time': 1639096829000, 'value': 105, 'battery': 60}
{'device_id': '27CC183A8C68', 'sequence_id': 1, 'time': 1639096829000, 'value': 115, 'battery': 60}
{'device_id': '89FA9C774EC0', 'sequence_id': 1, 'time': 1639096829000, 'value': 68, 'battery': 60}
{'device_id': 'E13F70131555', 'sequence_id': 1, 'time': 1639096829000, 'value': 70, 'battery': 60}
{'device_id': 'FBD2A22AE9AD', 'sequence_id': 1, 'time': 1639096829000, 'value': 100, 'battery': 60}
{'device_id': '081A93ECCE7D', 'sequence_id': 1, 'time': 1639096829000, 'value': 102, 'battery': 60}
{'device_id': 'BF52DB70A73E', 'sequence_id': 1, 'time': 1639096829000, 'value': 118, 'battery': 60}
{'device_id': '979C8274F985', 'sequence_id': 1, 'time': 1639096829000, 'value': 89, 'battery': 60}
{'device_id': '6933398D0041', 'sequence_id': 1, 'time': 1639096829000, 'value': 118, 'battery': 60}
{'device_id': '41AAC05B805A', 'sequence_id': 1, 'time': 1639096829000, 'value': 68, 'battery': 60}
{'device_id': 'CD1C200B6A99', 'sequence_id': 1, 'time': 1639096829000, 'value': 77, 'battery': 60}
{'device_id': '032EAEA6751E', 'sequence_id': 1, 'time': 1639096829000, 'value': 106, 'battery': 60}
{'device_id': '601F65468D8E', 'sequence_id': 1, 'time': 1639096829000, 'value': 85, 'battery': 60}
{'device_id': '0685BA63D817', 'sequence_id': 1, 'time': 1639096829000, 'value': 84, 'battery': 60}
{'device_id': 'B496D8E28693', 'sequence_id': 1, 'time': 1639096829000, 'value': 88, 'battery': 60}
{'device_id': 'F20284B683AF', 'sequence_id': 1, 'time': 1639096829000, 'value': 114, 'battery': 60}
{'device_id': '1E5E14B6E52A', 'sequence_id': 1, 'time': 1639096829000, 'value': 110, 'battery': 60}
{'device_id': 'B61F0427BD74', 'sequence_id': 1, 'time': 1639096829000, 'value': 93, 'battery': 60}
{'device_id': 'C35DDD945AAD', 'sequence_id': 1, 'time': 1639096829000, 'value': 70, 'battery': 60}
{'device_id': '202BB6264C83', 'sequence_id': 1, 'time': 1639096829000, 'value': 94, 'battery': 60}
{'device_id': '6820514EC73B', 'sequence_id': 1, 'time': 1639096829000, 'value': 77, 'battery': 60}
{'device_id': '2070667E01FB', 'sequence_id': 1, 'time': 1639096829000, 'value': 82, 'battery': 60}
{'device_id': 'DC1A004BB449', 'sequence_id': 1, 'time': 1639096829000, 'value': 61, 'battery': 60}
{'device_id': '30138AD00E0E', 'sequence_id': 1, 'time': 1639096829000, 'value': 68, 'battery': 60}
{'device_id': 'B9F7F1E333EE', 'sequence_id': 1, 'time': 1639096829000, 'value': 77, 'battery': 60}
{'device_id': '56BA132A67C3', 'sequence_id': 1, 'time': 1639096829000, 'value': 68, 'battery': 60}
{'device_id': '15B0A9411749', 'sequence_id': 1, 'time': 1639096829000, 'value': 118, 'battery': 60}
{'device_id': '7E5A727EAD03', 'sequence_id': 1, 'time': 1639096829000, 'value': 85, 'battery': 60}
{'device_id': '69CA51ABF47E', 'sequence_id': 1, 'time': 1639096829000, 'value': 102, 'battery': 60}
{'device_id': '01541E1099E6', 'sequence_id': 1, 'time': 1639096829000, 'value': 93, 'battery': 60}
{'device_id': '8699A1504FCC', 'sequence_id': 1, 'time': 1639096829000, 'value': 116, 'battery': 60}
{'device_id': '86925D4F06CA', 'sequence_id': 1, 'time': 1639096829000, 'value': 120, 'battery': 60}
{'device_id': '6C9B26A26B26', 'sequence_id': 1, 'time': 1639096829000, 'value': 70, 'battery': 60}
{'device_id': 'DEBB76BB34CE', 'sequence_id': 1, 'time': 1639096829000, 'value': 92, 'battery': 60}
{'device_id': '64EED02EE5B9', 'sequence_id': 1, 'time': 1639096829000, 'value': 70, 'battery': 60}
{'device_id': 'B894426803CD', 'sequence_id': 1, 'time': 1639096829000, 'value': 94, 'battery': 60}
{'device_id': '246026644332', 'sequence_id': 1, 'time': 1639096829000, 'value': 73, 'battery': 60}
{'device_id': '66BA9294BE5D', 'sequence_id': 1, 'time': 1639096829000, 'value': 75, 'battery': 60}
{'device_id': '289CFA0D38E5', 'sequence_id': 1, 'time': 1639096829000, 'value': 97, 'battery': 60}
{'device_id': 'D3F8F198D0E1', 'sequence_id': 1, 'time': 1639096829000, 'value': 105, 'battery': 60}
{'device_id': 'A0373ABC3D41', 'sequence_id': 1, 'time': 1639096829000, 'value': 87, 'battery': 60}
{'device_id': 'A602B48C8A57', 'sequence_id': 1, 'time': 1639096829000, 'value': 112, 'battery': 60}
{'device_id': '1DAD7D36524A', 'sequence_id': 1, 'time': 1639096829000, 'value': 114, 'battery': 60}
{'device_id': '2708D2D3F46B', 'sequence_id': 1, 'time': 1639096829000, 'value': 67, 'battery': 60}
{'device_id': '8E14A0C87DCE', 'sequence_id': 1, 'time': 1639096829000, 'value': 83, 'battery': 60}
{'device_id': 'F2BD9461FD88', 'sequence_id': 1, 'time': 1639096829000, 'value': 74, 'battery': 60}
{'device_id': '3DC1B833FB24', 'sequence_id': 1, 'time': 1639096829000, 'value': 67, 'battery': 60}
{'device_id': '801518890144', 'sequence_id': 1, 'time': 1639096829000, 'value': 64, 'battery': 60}
{'device_id': 'B4AA0566A465', 'sequence_id': 1, 'time': 1639096829000, 'value': 116, 'battery': 60}
{'device_id': '99CF1C18FB08', 'sequence_id': 1, 'time': 1639096829000, 'value': 79, 'battery': 60}
{'device_id': 'EC9EC317AFE4', 'sequence_id': 1, 'time': 1639096829000, 'value': 89, 'battery': 60}
{'device_id': 'ACD259187FB6', 'sequence_id': 1, 'time': 1639096829000, 'value': 83, 'battery': 60}
{'device_id': '616CA65A46D3', 'sequence_id': 1, 'time': 1639096829000, 'value': 115, 'battery': 60}
{'device_id': 'CE7E608B4D93', 'sequence_id': 1, 'time': 1639096829000, 'value': 80, 'battery': 60}
{'device_id': '8744EB0AE74D', 'sequence_id': 1, 'time': 1639096829000, 'value': 73, 'battery': 60}
{'device_id': '984515C6085F', 'sequence_id': 1, 'time': 1639096829000, 'value': 92, 'battery': 60}
{'device_id': 'B5450ECC2423', 'sequence_id': 1, 'time': 1639096829000, 'value': 85, 'battery': 60}
{'device_id': 'E47A380FE493', 'sequence_id': 1, 'time': 1639096829000, 'value': 113, 'battery': 60}
{'device_id': 'A88418DF1DE6', 'sequence_id': 1, 'time': 1639096829001, 'value': 70, 'battery': 60}
{'device_id': '60A4B3C8D8AC', 'sequence_id': 1, 'time': 1639096829001, 'value': 65, 'battery': 60}
{'device_id': '454F0D7D592F', 'sequence_id': 1, 'time': 1639096829001, 'value': 85, 'battery': 60}
{'device_id': '33273D22D5FE', 'sequence_id': 1, 'time': 1639096829001, 'value': 100, 'battery': 60}
{'device_id': 'F675FB933667', 'sequence_id': 1, 'time': 1639096829001, 'value': 99, 'battery': 60}
{'device_id': '0DCF5DA263D8', 'sequence_id': 1, 'time': 1639096829001, 'value': 72, 'battery': 60}
{'device_id': '4A1551D67FD9', 'sequence_id': 1, 'time': 1639096829001, 'value': 112, 'battery': 60}
{'device_id': '76C420F4CD3D', 'sequence_id': 1, 'time': 1639096829001, 'value': 89, 'battery': 60}
{'device_id': '3E4163B08EA9', 'sequence_id': 1, 'time': 1639096829001, 'value': 79, 'battery': 60}
{'device_id': '5FC352C09A83', 'sequence_id': 1, 'time': 1639096829001, 'value': 119, 'battery': 60}
{'device_id': '62415493C4BA', 'sequence_id': 2, 'time': 1639096829001, 'value': 115, 'battery': 60}
{'device_id': 'BE9EC483C140', 'sequence_id': 2, 'time': 1639096829001, 'value': 90, 'battery': 60}
{'device_id': '7C9AA0C595C3', 'sequence_id': 2, 'time': 1639096829001, 'value': 69, 'battery': 60}
{'device_id': '19F5E1A55E98', 'sequence_id': 2, 'time': 1639096829001, 'value': 61, 'battery': 60}
{'device_id': '2E9FCD6ABF8D', 'sequence_id': 2, 'time': 1639096829001, 'value': 76, 'battery': 60}
{'device_id': 'CD41C71FE249', 'sequence_id': 2, 'time': 1639096829001, 'value': 112, 'battery': 60}
{'device_id': 'FF8FF284326F', 'sequence_id': 1, 'time': 1639096829001, 'value': 112, 'battery': 60}
{'device_id': 'DE45396C4BCA', 'sequence_id': 1, 'time': 1639096829001, 'value': 71, 'battery': 60}
{'device_id': '50C82E7BE5E1', 'sequence_id': 1, 'time': 1639096829001, 'value': 62, 'battery': 60}
{'device_id': '0D1CCC1AB030', 'sequence_id': 1, 'time': 1639096829001, 'value': 117, 'battery': 60}
{'device_id': '9E3B1B6E8826', 'sequence_id': 1, 'time': 1639096829001, 'value': 67, 'battery': 60}
{'device_id': 'E3C5CC670056', 'sequence_id': 1, 'time': 1639096829001, 'value': 70, 'battery': 60}
{'device_id': '24A58254995C', 'sequence_id': 1, 'time': 1639096829001, 'value': 69, 'battery': 60}
{'device_id': '4D99034B5D1C', 'sequence_id': 1, 'time': 1639096829001, 'value': 89, 'battery': 60}
{'device_id': 'AAF56BCBEECE', 'sequence_id': 1, 'time': 1639096829001, 'value': 63, 'battery': 60}
{'device_id': 'B4F20E36CAEE', 'sequence_id': 1, 'time': 1639096829001, 'value': 86, 'battery': 60}
{'device_id': '7786A0BB7B7F', 'sequence_id': 1, 'time': 1639096829001, 'value': 92, 'battery': 60}
{'device_id': 'D71CA059A2DB', 'sequence_id': 1, 'time': 1639096829001, 'value': 89, 'battery': 60}
{'device_id': '4B20A10B5583', 'sequence_id': 1, 'time': 1639096829001, 'value': 71, 'battery': 60}
{'device_id': '7AD52B4A886B', 'sequence_id': 1, 'time': 1639096829001, 'value': 104, 'battery': 60}
{'device_id': 'DB891AE6600C', 'sequence_id': 1, 'time': 1639096829001, 'value': 98, 'battery': 60}
{'device_id': '089CCD2EBD28', 'sequence_id': 1, 'time': 1639096829001, 'value': 62, 'battery': 60}
{'device_id': 'F1539B1F2115', 'sequence_id': 1, 'time': 1639096829001, 'value': 98, 'battery': 60}
{'device_id': '538C5860415C', 'sequence_id': 1, 'time': 1639096829001, 'value': 64, 'battery': 60}
{'device_id': '28AD0296A4C9', 'sequence_id': 1, 'time': 1639096829001, 'value': 104, 'battery': 60}
{'device_id': 'A57D47497B56', 'sequence_id': 1, 'time': 1639096829001, 'value': 62, 'battery': 60}
{'device_id': '7DA53A768DC6', 'sequence_id': 1, 'time': 1639096829001, 'value': 67, 'battery': 60}
{'device_id': 'BBC03A4C8CFE', 'sequence_id': 1, 'time': 1639096829001, 'value': 68, 'battery': 60}
{'device_id': '50F19959ABE7', 'sequence_id': 1, 'time': 1639096829001, 'value': 107, 'battery': 60}
{'device_id': 'ADBFE1960462', 'sequence_id': 1, 'time': 1639096829001, 'value': 60, 'battery': 60}
{'device_id': 'FE0870578731', 'sequence_id': 1, 'time': 1639096829001, 'value': 94, 'battery': 60}
{'device_id': '1BEC9F173765', 'sequence_id': 1, 'time': 1639096829001, 'value': 107, 'battery': 60}
{'device_id': '066A31D1D57C', 'sequence_id': 1, 'time': 1639096829001, 'value': 118, 'battery': 60}
{'device_id': 'A4DCB8CD965C', 'sequence_id': 1, 'time': 1639096829001, 'value': 76, 'battery': 60}
{'device_id': 'E777ACD0DEA5', 'sequence_id': 1, 'time': 1639096829001, 'value': 118, 'battery': 60}
{'device_id': '03D4634A8005', 'sequence_id': 1, 'time': 1639096829001, 'value': 94, 'battery': 60}
{'device_id': '59F5144D824D', 'sequence_id': 1, 'time': 1639096829001, 'value': 78, 'battery': 60}
{'device_id': '9649259AE759', 'sequence_id': 1, 'time': 1639096829001, 'value': 84, 'battery': 60}
{'device_id': 'FBC1C836028C', 'sequence_id': 1, 'time': 1639096829001, 'value': 115, 'battery': 60}
{'device_id': 'F17D3B7D5302', 'sequence_id': 1, 'time': 1639096829001, 'value': 104, 'battery': 60}
{'device_id': '15319CFE4AC6', 'sequence_id': 1, 'time': 1639096829001, 'value': 76, 'battery': 60}
{'device_id': '31950A631F07', 'sequence_id': 1, 'time': 1639096829001, 'value': 73, 'battery': 60}
{'device_id': '6223D5B97D09', 'sequence_id': 1, 'time': 1639096829001, 'value': 86, 'battery': 60}
{'device_id': 'F1A98662484A', 'sequence_id': 1, 'time': 1639096829001, 'value': 117, 'battery': 60}
{'device_id': '015F2429E3DC', 'sequence_id': 1, 'time': 1639096829001, 'value': 107, 'battery': 60}
{'device_id': 'E00B71959789', 'sequence_id': 1, 'time': 1639096829001, 'value': 108, 'battery': 60}
{'device_id': 'DEA238AF0A7C', 'sequence_id': 1, 'time': 1639096829001, 'value': 94, 'battery': 60}
{'device_id': 'DEAE119A5029', 'sequence_id': 1, 'time': 1639096829001, 'value': 71, 'battery': 60}
{'device_id': '6C32A3AAC9DB', 'sequence_id': 1, 'time': 1639096829001, 'value': 102, 'battery': 60}
{'device_id': '1F62B6743986', 'sequence_id': 1, 'time': 1639096829001, 'value': 64, 'battery': 60}
{'device_id': '3EBB651D8862', 'sequence_id': 1, 'time': 1639096829001, 'value': 98, 'battery': 60}
{'device_id': 'E239B852F0B1', 'sequence_id': 1, 'time': 1639096829001, 'value': 72, 'battery': 60}
{'device_id': 'E78F158A87C9', 'sequence_id': 1, 'time': 1639096829001, 'value': 116, 'battery': 60}
{'device_id': 'DBB93E2E7B85', 'sequence_id': 1, 'time': 1639096829001, 'value': 114, 'battery': 60}
{'device_id': 'CB89F87C2AD6', 'sequence_id': 1, 'time': 1639096829001, 'value': 93, 'battery': 60}
{'device_id': '62628DB4D7D2', 'sequence_id': 1, 'time': 1639096829001, 'value': 110, 'battery': 60}
{'device_id': '87B0E491CF6F', 'sequence_id': 1, 'time': 1639096829001, 'value': 86, 'battery': 60}
{'device_id': '199D9F947927', 'sequence_id': 1, 'time': 1639096829001, 'value': 84, 'battery': 60}
{'device_id': '8EC63F8F5299', 'sequence_id': 1, 'time': 1639096829001, 'value': 103, 'battery': 60}
{'device_id': 'E8A2B72EF809', 'sequence_id': 1, 'time': 1639096829001, 'value': 95, 'battery': 60}
{'device_id': '7FB8BE78EEED', 'sequence_id': 1, 'time': 1639096829001, 'value': 71, 'battery': 60}
{'device_id': 'FBC21B424DE9', 'sequence_id': 1, 'time': 1639096829001, 'value': 119, 'battery': 60}
{'device_id': '39869E8A0DB1', 'sequence_id': 1, 'time': 1639096829001, 'value': 106, 'battery': 60}
{'device_id': '709B5D630BD4', 'sequence_id': 1, 'time': 1639096829001, 'value': 68, 'battery': 60}
{'device_id': 'FB849443BD1D', 'sequence_id': 1, 'time': 1639096829001, 'value': 88, 'battery': 60}
{'device_id': '2440633BE5D7', 'sequence_id': 1, 'time': 1639096829001, 'value': 107, 'battery': 60}
{'device_id': '90926DC76F93', 'sequence_id': 1, 'time': 1639096829001, 'value': 83, 'battery': 60}
{'device_id': '8E099D222FC2', 'sequence_id': 1, 'time': 1639096829001, 'value': 112, 'battery': 60}
{'device_id': '91B240A0EEE9', 'sequence_id': 1, 'time': 1639096829001, 'value': 81, 'battery': 60}
{'device_id': 'A41F46F79C3C', 'sequence_id': 1, 'time': 1639096829001, 'value': 99, 'battery': 60}
{'device_id': 'C0D743851958', 'sequence_id': 1, 'time': 1639096829001, 'value': 76, 'battery': 60}
{'device_id': '8270A22175A1', 'sequence_id': 1, 'time': 1639096829001, 'value': 98, 'battery': 60}
{'device_id': '53AE7B22A841', 'sequence_id': 1, 'time': 1639096829001, 'value': 69, 'battery': 60}
{'device_id': 'AAA97F938C8D', 'sequence_id': 1, 'time': 1639096829001, 'value': 82, 'battery': 60}
{'device_id': 'EB2367EC60E2', 'sequence_id': 1, 'time': 1639096829001, 'value': 75, 'battery': 60}
